id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
55,779bce78a7ffbd0a48a7ecaeb5b3f495,2023-07-29T00:00:00,1,Ростов,6000,Алексей,Иванов,3,Устройство для нагревания табака Трубка Мира,4,2000
56,e9cd1cadd527f38df5bd4b7da78a1f79,2023-07-29T00:00:00,0,Москва,6703,Алексей,Соколов,2,Молоко 5%,2,300
57,96e73c2d3257473dd6e738a1972ebab2,2023-07-29T00:00:00,2,Ярославль,6310,Елизавета,Волкова,11,Хлеб ржаной,5,100
58,e76a8ded88cecbd853849ff6df822f5c,2023-07-29T00:00:00,0,Москва,4302,Сергей,Смирнов,4,Сахар песок,2,100
59,cb32737818c2bd56bd47b8d407af319e,2023-07-29T00:00:00,0,Москва,9313,Надежда,Волкова,6,Яблоко,3,420
60,b03c614b846d9463e201bb9f3e084e82,2023-07-29T00:00:00,2,Ярославль,7019,Анна,Великая,4,Сахар песок,4,200
61,80293ef9852306a808aedb61e02a9d7d,2023-07-29T00:00:00,0,Москва,3713,Светлана,Павлова,3,Устройство для нагревания табака Трубка Мира,3,1500
62,3063efbf6373b2abf6e8265aa84987f3,2023-07-29T00:00:00,1,Ростов,9704,Эдуард,Соколов,8,Лампочка LED,3,900
63,35dfd1f9c18c7081865b0ecfb1e483b6,2023-07-29T00:00:00,0,Москва,9102,Эдуард,Петров,1,Молоко 3%,3,360
64,4dbfbe213e3727445f3e027c5e2703e0,2023-07-29T00:00:00,0,Москва,2401,Петр,Кузнецов,5,Яблоко молодильное,4,1600
65,a1ca87dc02f7ae2128ef2da5d83d6c71,2023-07-29T00:00:00,2,Ярославль,5117,Оксана,Федорова,3,Устройство для нагревания табака Трубка Мира,2,1000
66,cfa7e7e6d7b291040955df3805f4ee73,2023-07-29T00:00:00,0,Москва,2114,Ольга,Федорова,4,Сахар песок,1,50
67,e54a6128d22c7c979a864fe19dec8729,2023-07-29T00:00:00,0,Москва,3512,Светлана,Лебедева,7,Средство для мытья посуды,1,200
68,757d4acf7c32d7ad7204aeb349144ed1,2023-07-29T00:00:00,2,Ярославль,6508,Алексей,Попов,7,Средство для мытья посуды,5,1000
69,6725d92c4cc2d00cc8b284e8d69ac12f,2023-07-29T00:00:00,2,Ярославль,6619,Елизавета,Егорова,0,Молоко 1%,5,500
70,45430164557c870837277b68b82622ec,2023-07-29T00:00:00,1,Ростов,4615,Екатерина,Егорова,3,Устройство для нагревания табака Трубка Мира,1,500
71,da16e59179dd880b2d475be8bd0d47f6,2023-07-29T00:00:00,1,Ростов,2408,Петр,Кузнецов,3,Устройство для нагревания табака Трубка Мира,4,2000
72,5d6687d4b9de94cef4783e879683cfa6,2023-07-29T00:00:00,2,Ярославль,9816,Надежда,Козлова,9,Ручка шариковая,2,90
73,3cd0151a67034fc6d273ef0485359698,2023-07-29T00:00:00,1,Ростов,102,Иван,Петров,6,Яблоко,5,700
74,21d8a30193bbc3767ff132cae753eb95,2023-07-29T00:00:00,1,Ростов,6717,Елизавета,Павлова,1,Молоко 3%,1,120
75,cd2129f058e720cb737e106ccd032079,2023-07-29T00:00:00,2,Ярославль,3608,Олег,Васильев,1,Молоко 3%,3,360
76,9b4efa21a427785236ead1e5f2eb2243,2023-07-29T00:00:00,0,Москва,4203,Сергей,Сидоров,7,Средство для мытья посуды,1,200
77,f838990f730df8e3f2390122080fe28f,2023-07-29T00:00:00,0,Москва,3309,Олег,Смирнов,0,Молоко 1%,2,200
78,881903c08c58a8d61b9f0a830af4a8e7,2023-07-29T00:00:00,0,Москва,8217,Снежанна,Морозова,3,Устройство для нагревания табака Трубка Мира,4,2000
79,7c8915406e0fe4890989f4cee9dfbb7c,2023-07-29T00:00:00,1,Ростов,6900,Алексей,Новиков,2,Молоко 5%,5,750
80,d7a5992f4288b7489a942e9f88672541,2023-07-29T00:00:00,0,Москва,4918,Екатерина,Орлова,0,Молоко 1%,3,300
81,71eecd12c982d8a216b84a70b4916e64,2023-07-29T00:00:00,1,Ростов,2419,Ольга,Алексеева,10,Томаты,4,200
82,00f1cf4ca21fe4560eeef6931164136d,2023-07-29T00:00:00,0,Москва,9007,Эдуард,Иванов,3,Устройство для нагревания табака Трубка Мира,4,2000
83,19fc330088c7889a291ddca280c4fe12,2023-07-29T00:00:00,0,Москва,6204,Алексей,Сидоров,1,Молоко 3%,4,480
84,6febf44ab376bba5f85b61a3238d1229,2023-07-29T00:00:00,2,Ярославль,5109,Александр,Петров,2,Молоко 5%,1,150
85,237881cf5e0e1d13d399591a404f45b6,2023-07-29T00:00:00,0,Москва,6906,Алексей,Новиков,7,Средство для мытья посуды,3,600
86,589b8a1d8b93b14b4f9c76b33be72b3f,2023-07-29T00:00:00,0,Москва,2812,Ольга,Козлова,2,Молоко 5%,5,750
87,a73970f6c50392c85418b948ffabab46,2023-07-29T00:00:00,0,Москва,2512,Ольга,Лебедева,7,Средство для мытья посуды,3,600
88,28e05e04665be36b52da3a337cd1ba46,2023-07-29T00:00:00,1,Ростов,5108,Александр,Петров,0,Молоко 1%,2,200
89,a73289570033e2ecc2a030c919820200,2023-07-29T00:00:00,0,Москва,1808,Евгений,Михайлов,6,Яблоко,4,560
90,9cc97d0b51922a9fd489da152908cc4b,2023-07-29T00:00:00,2,Ярославль,5001,Александр,Иванов,7,Средство для мытья посуды,3,600
91,7981c602518d15d33b8085ba5a85d826,2023-07-29T00:00:00,2,Ярославль,5416,Оксана,Алексеева,6,Яблоко,1,140
92,e9cefc2a3cc99f2cfd8c99322fa822c7,2023-07-29T00:00:00,1,Ростов,4314,Екатерина,Волкова,11,Хлеб ржаной,2,40
93,893709f24fb2477aa0e061263fbdf461,2023-07-29T00:00:00,0,Москва,4713,Екатерина,Павлова,5,Яблоко молодильное,3,1200
94,cb50e4b0224a08db3f1c44e3360fef16,2023-07-29T00:00:00,0,Москва,2317,Ольга,Волкова,1,Молоко 3%,3,360
95,d51593bdec0414808b91a6b0385d645b,2023-07-29T00:00:00,2,Ярославль,6219,Елизавета,Морозова,0,Молоко 1%,3,300
96,681c35d20eec397084dd63e4345a24b9,2023-07-29T00:00:00,1,Ростов,7311,Анна,Волкова,3,Устройство для нагревания табака Трубка Мира,3,1500
97,9e64ee7810ec5d6acfb4112a90bbdc91,2023-07-29T00:00:00,0,Москва,8415,Снежанна,Алексеева,2,Молоко 5%,3,450
98,5c5894fc1c6f82d3f0e97938883d6bad,2023-07-29T00:00:00,2,Ярославль,2117,Ольга,Федорова,7,Средство для мытья посуды,2,400
99,92a1f3d8c7378c375c775d2e9ba3d56c,2023-07-29T00:00:00,0,Москва,3104,Олег,Петров,2,Молоко 5%,2,300
100,61b1f3ea6c459aa5800ac5573178f368,2023-07-29T00:00:00,2,Ярославль,2918,Ольга,Орлова,0,Молоко 1%,3,300
101,3532359b7df639dd4d92118f52d5c960,2023-07-29T00:00:00,2,Ярославль,2916,Ольга,Орлова,6,Яблоко,1,140
102,dd43561964a79df5a3b90a7e1649b575,2023-07-29T00:00:00,2,Ярославль,2908,Петр,Новиков,2,Молоко 5%,4,600
103,b912bba89f566f90ac946e2c50586a33,2023-07-29T00:00:00,0,Москва,1515,Евгения,Лебедева,1,Молоко 3%,4,480
104,641704a945115c21df0fa4fd7d049344,2023-07-29T00:00:00,1,Ростов,9312,Надежда,Волкова,0,Молоко 1%,5,500
105,ebe1cb83a4a8fb40386c9ef15a919bc3,2023-07-29T00:00:00,2,Ярославль,5210,Оксана,Морозова,10,Томаты,5,250
106,e9e7ab61b84a76ee62c3d864097b44ec,2023-07-29T00:00:00,2,Ярославль,5700,Александр,Соколов,5,Яблоко молодильное,1,400
107,b3f1740a97184ecde87e2c0e6481f9e2,2023-07-29T00:00:00,2,Ярославль,5511,Оксана,Лебедева,7,Средство для мытья посуды,2,400
108,97e3f46bbaccdff4eee931ce452e413e,2023-07-29T00:00:00,1,Ростов,5310,Оксана,Волкова,10,Томаты,2,100
109,5e4e6eb5ed2028dfd5480798f8e843fc,2023-07-29T00:00:00,1,Ростов,917,Александра,Орлова,4,Сахар песок,2,100
110,dc2b0bda7a5f8c732350854b04f9148f,2023-07-29T00:00:00,1,Ростов,2015,Ольга,Великая,3,Устройство для нагревания табака Трубка Мира,4,2000
111,fa2f4aed98d8ee9f3e300735b8c215c2,2023-07-29T00:00:00,2,Ярославль,2200,Петр,Сидоров,2,Молоко 5%,3,450
112,24214cdf5cfaef00c255a98fdaf87cdc,2023-07-29T00:00:00,2,Ярославль,2005,Петр,Иванов,0,Молоко 1%,1,100
113,75049e76dda58b175cbdb94108ab9bc4,2023-07-29T00:00:00,2,Ярославль,1700,Евгений,Соколов,9,Ручка шариковая,4,180
114,503b128f3bb170cd4e3fcd6d9550ef21,2023-07-29T00:00:00,1,Ростов,9418,Надежда,Алексеева,0,Молоко 1%,5,500
115,932e6bbad103b41fe5a907a3faca7076,2023-07-29T00:00:00,1,Ростов,8302,Геннадий,Смирнов,9,Ручка шариковая,3,135
116,e574b15eef875501c2f9840136a9e437,2023-07-29T00:00:00,0,Москва,6302,Алексей,Смирнов,4,Сахар песок,5,250
117,0d9006a72cf716c4833eb499a8041801,2023-07-29T00:00:00,1,Ростов,2916,Ольга,Орлова,11,Хлеб ржаной,4,80
118,1d5c29897ab4467e476be09e97eebde5,2023-07-29T00:00:00,2,Ярославль,5207,Александр,Сидоров,4,Сахар песок,5,250
119,70d547849065aba393a885bb36a5681f,2023-07-29T00:00:00,1,Ростов,3210,Светлана,Морозова,3,Устройство для нагревания табака Трубка Мира,1,500
120,d97cdcc5ae74ad3147818858d281b726,2023-07-29T00:00:00,0,Москва,4501,Сергей,Попов,3,Устройство для нагревания табака Трубка Мира,3,1500
121,daed78a63b71562017d66c57c9b474be,2023-07-29T00:00:00,0,Москва,5510,Оксана,Лебедева,8,Лампочка LED,2,600
122,0feb913a625a3e15ba202288b30f549a,2023-07-29T00:00:00,0,Москва,7608,Константин,Васильев,2,Молоко 5%,2,300
123,892df5542266b5d4750fd448396475d6,2023-07-29T00:00:00,0,Москва,8014,Снежанна,Великая,8,Лампочка LED,1,300
124,6424c33f24454dfdce059316d9e19a61,2023-07-29T00:00:00,1,Ростов,3317,Светлана,Волкова,4,Сахар песок,4,200
125,42142d2289538a4d3d1901fd497de75e,2023-07-29T00:00:00,1,Ростов,4611,Екатерина,Егорова,2,Молоко 5%,2,300
126,52e566d2a2153dd1889fe45801080ce3,2023-07-29T00:00:00,2,Ярославль,2103,Петр,Петров,11,Хлеб ржаной,1,20
127,40eb38b4a455c3c1df0be1f155ccf10f,2023-07-29T00:00:00,0,Москва,1719,Евгения,Павлова,1,Молоко 3%,4,480
128,3b0b2831e69be0c189ebd74380e81781,2023-07-29T00:00:00,0,Москва,4713,Екатерина,Павлова,4,Сахар песок,1,50
129,49c787dabc78af57930d58ec0993b014,2023-07-29T00:00:00,0,Москва,5915,Оксана,Орлова,10,Томаты,2,100
130,bb1f66b257affe3eb0e619216429cd50,2023-07-29T00:00:00,1,Ростов,8015,Снежанна,Великая,2,Молоко 5%,5,750
131,e64c59f79e1fdccc44dd01eec7e790ea,2023-07-29T00:00:00,1,Ростов,2605,Петр,Васильев,7,Средство для мытья посуды,2,400
132,755cee06c2e4fea27238efeb618ac3dd,2023-07-29T00:00:00,0,Москва,1700,Евгений,Соколов,1,Молоко 3%,1,120
133,df49988bc338b0cbf3a0e485c06ee694,2023-07-29T00:00:00,0,Москва,2005,Петр,Иванов,5,Яблоко молодильное,4,1600
134,32b96cca2d86eda6e94b2fb415533d16,2023-07-29T00:00:00,1,Ростов,3111,Светлана,Федорова,9,Ручка шариковая,4,180
135,d1912cf98d09953e8053cf3f9ab759e0,2023-07-29T00:00:00,2,Ярославль,4702,Сергей,Соколов,0,Молоко 1%,1,100
136,2b561b8cbc19561dc59e83a92273bc23,2023-07-29T00:00:00,1,Ростов,8703,Геннадий,Соколов,6,Яблоко,1,140
137,77a68460998a60330f09706074dd3289,2023-07-29T00:00:00,2,Ярославль,7500,Константин,Попов,2,Молоко 5%,1,150
138,5da526b9b9738e2f2b8efe204cca6010,2023-07-29T00:00:00,0,Москва,3000,Олег,Иванов,8,Лампочка LED,3,900
139,4b1a489a1a4bbd0e3262e147d61a2919,2023-07-29T00:00:00,0,Москва,6503,Алексей,Попов,4,Сахар песок,2,100
140,897ecad4613c7a202821df092d19dffb,2023-07-29T00:00:00,1,Ростов,2115,Ольга,Федорова,5,Яблоко молодильное,4,1600
141,08239c691e8a3cb9a51d69eceb0014e2,2023-07-29T00:00:00,1,Ростов,9806,Эдуард,Михайлов,11,Хлеб ржаной,2,40
142,7194b17a4ae3115ffc9d898d42d0bf10,2023-07-29T00:00:00,0,Москва,6203,Алексей,Сидоров,7,Средство для мытья посуды,2,400
143,faa4b26eb23508612f00ada7a2fb6c2b,2023-07-29T00:00:00,0,Москва,5201,Александр,Сидоров,10,Томаты,5,250
144,de66b20340f97718871fbda581e822ee,2023-07-29T00:00:00,0,Москва,2715,Ольга,Павлова,8,Лампочка LED,1,300
145,e69cc95b7530b5eee1124b05de7709ff,2023-07-29T00:00:00,0,Москва,3318,Светлана,Волкова,10,Томаты,4,200
146,05a7e47a8483565ddf7d23da6caaa104,2023-07-29T00:00:00,0,Москва,7002,Константин,Иванов,5,Яблоко молодильное,2,800
147,f63eaf77b51a63c83ed095c5615f0326,2023-07-29T00:00:00,1,Ростов,4301,Сергей,Смирнов,11,Хлеб ржаной,1,20
148,ec5c0d665e4d578c70585959a10a076b,2023-07-29T00:00:00,0,Москва,616,Александра,Егорова,11,Хлеб ржаной,3,60
149,8f537058342ee277a93743ccc57ef62e,2023-07-29T00:00:00,2,Ярославль,7404,Константин,Кузнецов,2,Молоко 5%,2,300
150,674dbd4a165d4e735cfc3d28228efda4,2023-07-29T00:00:00,1,Ростов,3915,Светлана,Орлова,11,Хлеб ржаной,2,40
151,ed0ee999ab18b383980cb5868b69c4e4,2023-07-29T00:00:00,2,Ярославль,3012,Светлана,Великая,7,Средство для мытья посуды,2,400
152,2374123a028e370f63177f48f29d0610,2023-07-29T00:00:00,2,Ярославль,2211,Ольга,Морозова,10,Томаты,4,200
153,05378da063efb68aa32edd75f4e42637,2023-07-29T00:00:00,2,Ярославль,816,Александра,Козлова,3,Устройство для нагревания табака Трубка Мира,5,2500
154,549bf88cb5faf1e41a7bef7c8e822f2c,2023-07-29T00:00:00,1,Ростов,8209,Геннадий,Сидоров,8,Лампочка LED,1,300
155,b73dc93adfd8e0ce23625cd4d31e9b59,2023-07-29T00:00:00,0,Москва,6713,Елизавета,Павлова,11,Хлеб ржаной,1,20
156,af077b51b0a1bc54711a18a401f65c6e,2023-07-29T00:00:00,1,Ростов,2814,Ольга,Козлова,9,Ручка шариковая,5,225
157,18a8f5af55e76fe7a24004094128afc8,2023-07-29T00:00:00,0,Москва,310,Александра,Волкова,3,Устройство для нагревания табака Трубка Мира,5,2500
158,bdf0410ccc56b21291985de0ce5f9afd,2023-07-29T00:00:00,1,Ростов,418,Александра,Алексеева,0,Молоко 1%,1,100
159,d43cdbbe19a718270b627862fca6548d,2023-07-29T00:00:00,0,Москва,1216,Евгения,Морозова,3,Устройство для нагревания табака Трубка Мира,5,2500
160,f7f92669cf632ff8d03db168bd388114,2023-07-29T00:00:00,0,Москва,9306,Эдуард,Смирнов,1,Молоко 3%,4,480
161,5070828040c0216b7910d58c001136e1,2023-07-29T00:00:00,2,Ярославль,2003,Петр,Иванов,3,Устройство для нагревания табака Трубка Мира,4,2000
162,2c7eec3bf34fa6fe76d421e9153c4484,2023-07-29T00:00:00,1,Ростов,1811,Евгения,Козлова,0,Молоко 1%,5,500
163,fde017e13bf0174e11145564bcc26d79,2023-07-29T00:00:00,0,Москва,2015,Ольга,Великая,10,Томаты,4,200
164,dae135018ba013a9741f01b688c4da17,2023-07-29T00:00:00,2,Ярославль,6111,Елизавета,Федорова,11,Хлеб ржаной,1,20
165,59e15a1655e0bc9b8662a2b21210407d,2023-07-29T00:00:00,2,Ярославль,5618,Оксана,Егорова,7,Средство для мытья посуды,5,1000
166,d0547c1d99b19e5d0c713036b8a2e855,2023-07-29T00:00:00,0,Москва,1400,Евгений,Кузнецов,6,Яблоко,4,560
167,d0fc742acc2910fe87925c981c37e0ae,2023-07-29T00:00:00,0,Москва,6512,Елизавета,Лебедева,2,Молоко 5%,5,750
168,f0d3e1e7ae6561ac0ae03cd34c1a2aa2,2023-07-29T00:00:00,2,Ярославль,7704,Константин,Соколов,8,Лампочка LED,4,1200
169,96455dce588dd5aaa4c0c144a0e84843,2023-07-29T00:00:00,1,Ростов,504,Иван,Попов,1,Молоко 3%,5,600
170,2de0f6c6243aaeb2282173b570b35775,2023-07-29T00:00:00,1,Ростов,6301,Алексей,Смирнов,3,Устройство для нагревания табака Трубка Мира,5,2500
171,f095ce77a97ae43e9e6a241c49e2c577,2023-07-29T00:00:00,1,Ростов,1610,Евгения,Егорова,10,Томаты,4,200
172,5e2440280d6831ca5fec88cc22c58a76,2023-07-29T00:00:00,0,Москва,5513,Оксана,Лебедева,5,Яблоко молодильное,1,400
173,8e258614f31fa0651b5b4a2adcc6b5df,2023-07-29T00:00:00,1,Ростов,5603,Александр,Васильев,10,Томаты,4,200
174,0f5ffeb3867aa3a848f42a3b8a3062b1,2023-07-29T00:00:00,0,Москва,4207,Сергей,Сидоров,2,Молоко 5%,4,600
175,8681c25161cd31edea0520431f9af760,2023-07-29T00:00:00,2,Ярославль,3201,Олег,Сидоров,2,Молоко 5%,4,600
176,9df54c2814dc057b960c64273996359f,2023-07-29T00:00:00,1,Ростов,9208,Эдуард,Сидоров,11,Хлеб ржаной,3,60
177,7f51f2fe31487afd024baae2fc4e0ab8,2023-07-29T00:00:00,1,Ростов,7718,Анна,Павлова,9,Ручка шариковая,4,180
178,fd8de56e658d0a771269a7c94d966c59,2023-07-29T00:00:00,1,Ростов,7513,Анна,Лебедева,5,Яблоко молодильное,3,1200
179,70c521d13abd37c5381e6013b9cb5986,2023-07-29T00:00:00,2,Ярославль,4208,Сергей,Сидоров,11,Хлеб ржаной,5,100
180,f93087df30c10506cc1ba6551dbf670e,2023-07-29T00:00:00,2,Ярославль,7314,Анна,Волкова,4,Сахар песок,2,100
181,b8fa0060be3e7acd94825b0b1611450c,2023-07-29T00:00:00,0,Москва,3902,Олег,Новиков,0,Молоко 1%,3,300
182,63faa1eee8c3041afddcf50c9b8f4d63,2023-07-29T00:00:00,0,Москва,611,Александра,Егорова,4,Сахар песок,5,250
183,665b4b59c93593b44463b68f2efeb73a,2023-07-29T00:00:00,0,Москва,2117,Ольга,Федорова,3,Устройство для нагревания табака Трубка Мира,5,2500
184,4d6089d48c3921e516e1977cb6a9ab05,2023-07-29T00:00:00,0,Москва,1803,Евгений,Михайлов,4,Сахар песок,1,50
185,6eca102a8aa05bebb98a7e533d616c94,2023-07-29T00:00:00,1,Ростов,514,Александра,Лебедева,8,Лампочка LED,3,900
186,2529727de5cac5fbf715490d9f41a171,2023-07-29T00:00:00,0,Москва,4013,Екатерина,Великая,3,Устройство для нагревания табака Трубка Мира,4,2000
187,fdbe491de4a9f5708c4a4d4337c11d44,2023-07-29T00:00:00,2,Ярославль,9511,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
188,718a3c5e2c9cce7b97ad36d744311013,2023-07-29T00:00:00,2,Ярославль,2408,Петр,Кузнецов,0,Молоко 1%,5,500
189,e6920590a7f3855bb27a709ad1cd074e,2023-07-29T00:00:00,1,Ростов,5102,Александр,Петров,10,Томаты,1,50
190,8022a2e3ba41508175b09562fe17b952,2023-07-29T00:00:00,1,Ростов,8712,Снежанна,Павлова,7,Средство для мытья посуды,5,1000
191,686def3f078faed80e62f75ad6fde258,2023-07-29T00:00:00,1,Ростов,6719,Елизавета,Павлова,1,Молоко 3%,5,600
