id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
33,8018c9870a7a0e2f025857b7504871ad,2023-08-22T00:00:00,1,Ростов,8419,Снежанна,Алексеева,11,Хлеб ржаной,4,80,shipped
34,4053c91751db18868f494256cf8139e4,2023-08-22T00:00:00,1,Ростов,3011,Светлана,Великая,5,Яблоко молодильное,5,2000,shipped
35,cc1350a5d8197f7333e8d54e3a1bb3ca,2023-08-22T00:00:00,0,Москва,7318,Анна,Волкова,10,Томаты,4,200,shipped
36,6daa7ec0913112de6c0da94d67f37d9b,2023-08-22T00:00:00,1,Ростов,2817,Ольга,Козлова,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
37,5469de9d3675668cb2fb2f27dd8d1464,2023-08-22T00:00:00,2,Ярославль,500,Иван,Попов,9,Ручка шариковая,3,135,shipped
38,bc4e3ecfce3c287523c7f72fbc766971,2023-08-22T00:00:00,0,Москва,6609,Алексей,Васильев,10,Томаты,2,100,shipped
39,bb2c6bfbfd7941b628d6380ced1dd0d0,2023-08-22T00:00:00,0,Москва,6203,Алексей,Сидоров,0,Молоко 1%,4,400,shipped
40,311351c80625c84ca5ff211b32a1c0f4,2023-08-22T00:00:00,2,Ярославль,1313,Евгения,Волкова,9,Ручка шариковая,5,225,shipped
41,e1253e8e6b7c958684e1db08c4105b44,2023-08-22T00:00:00,2,Ярославль,9704,Эдуард,Соколов,0,Молоко 1%,3,300,shipped
42,879a1bd9ed0b0559c166c76f80c0a34b,2023-08-22T00:00:00,1,Ростов,6410,Елизавета,Алексеева,4,Сахар песок,4,200,shipped
43,535ccd15e479f9687d002e9953f5e178,2023-08-22T00:00:00,2,Ярославль,3607,Олег,Васильев,0,Молоко 1%,2,200,shipped
44,143f47bd4b15f0a86e9bdb6ed8775e7e,2023-08-22T00:00:00,1,Ростов,4707,Сергей,Соколов,5,Яблоко молодильное,3,1200,shipped
45,d2ae0c93cbeb4c4a4dd1452c6984bd55,2023-08-22T00:00:00,2,Ярославль,1516,Евгения,Лебедева,1,Молоко 3%,2,240,shipped
46,b6884fd79a0cec289903456b5ecaedd0,2023-08-22T00:00:00,2,Ярославль,702,Иван,Соколов,2,Молоко 5%,4,600,shipped
47,0ac1ddae151398e55e2a5c323fe5287b,2023-08-22T00:00:00,0,Москва,9801,Эдуард,Михайлов,7,Средство для мытья посуды,1,200,shipped
48,62b308686b4a0846d24e4c5e30a729f6,2023-08-22T00:00:00,2,Ярославль,8608,Геннадий,Васильев,8,Лампочка LED,3,900,shipped
49,3d2740cfbd4d56f16862f7d16ac775d7,2023-08-22T00:00:00,0,Москва,4601,Сергей,Васильев,2,Молоко 5%,5,750,shipped
50,cd9b651390943c87f5188121a4ca3cad,2023-08-22T00:00:00,0,Москва,7211,Анна,Морозова,2,Молоко 5%,2,300,shipped
51,82856683e27e78233eb84f29001f4c58,2023-08-22T00:00:00,1,Ростов,2700,Петр,Соколов,6,Яблоко,2,280,shipped
52,9b607426f8ef11b88782ef615b9c67f8,2023-08-22T00:00:00,0,Москва,9813,Надежда,Козлова,4,Сахар песок,2,100,shipped
53,47f6de124ba9d08c16bec941cc0b1309,2023-08-22T00:00:00,0,Москва,4804,Сергей,Михайлов,4,Сахар песок,3,150,shipped
54,ac3b0235fd723e197f025edbda0c5aec,2023-08-22T00:00:00,2,Ярославль,5806,Александр,Михайлов,7,Средство для мытья посуды,3,600,shipped
55,c643516f85207c1033a662fab7bbcedd,2023-08-22T00:00:00,2,Ярославль,6202,Алексей,Сидоров,7,Средство для мытья посуды,4,800,refunded
56,8de666e775ea4423fee4f688621b973f,2023-08-22T00:00:00,1,Ростов,3209,Олег,Сидоров,6,Яблоко,1,140,shipped
57,47fe3b0c693c890980d5e16cab738837,2023-08-22T00:00:00,0,Москва,608,Иван,Васильев,6,Яблоко,4,560,shipped
58,67c2d890113d566388673ecae4fcda2b,2023-08-22T00:00:00,0,Москва,6500,Алексей,Попов,9,Ручка шариковая,1,45,refunded
59,c9b4e5f5713ea08eaa925e34b6fa5b5d,2023-08-22T00:00:00,0,Москва,7104,Константин,Петров,5,Яблоко молодильное,3,1200,shipped
60,a4f8730e7ff885ae1b228eb907318899,2023-08-22T00:00:00,0,Москва,2007,Петр,Иванов,5,Яблоко молодильное,3,1200,shipped
61,55ff71d6a4036f861a3ea5248073a02e,2023-08-22T00:00:00,1,Ростов,2916,Ольга,Орлова,4,Сахар песок,2,100,shipped
62,622f896735d47ad6e277b062b04b5ddd,2023-08-22T00:00:00,2,Ярославль,5907,Александр,Новиков,7,Средство для мытья посуды,4,800,shipped
63,61f4eefa383103c3f9eb556f89cde2ea,2023-08-22T00:00:00,1,Ростов,4801,Сергей,Михайлов,11,Хлеб ржаной,2,40,shipped
64,b8e01d5b77251b8ca451e69aa24f1516,2023-08-22T00:00:00,2,Ярославль,9012,Надежда,Великая,8,Лампочка LED,1,300,shipped
65,d3f4e28c2123faef23599dc53a877b1e,2023-08-22T00:00:00,2,Ярославль,1100,Евгений,Петров,0,Молоко 1%,5,500,shipped
66,71e174be1e258e3acd56a6c232116223,2023-08-22T00:00:00,1,Ростов,8014,Снежанна,Великая,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
67,a94740462f3a0c98490705dae481d5a3,2023-08-22T00:00:00,1,Ростов,2013,Ольга,Великая,8,Лампочка LED,3,900,shipped
68,906b979a54efbd134e6eda82ad78742e,2023-08-22T00:00:00,1,Ростов,6007,Алексей,Иванов,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
69,67431c05024d363c5abcbac484f02073,2023-08-22T00:00:00,0,Москва,1513,Евгения,Лебедева,0,Молоко 1%,1,100,shipped
70,7d2cd0c7fcb0a59e742299875b99c8e5,2023-08-22T00:00:00,1,Ростов,4303,Сергей,Смирнов,2,Молоко 5%,4,600,shipped
71,3bed47e73467804452b43d7c775784e3,2023-08-22T00:00:00,0,Москва,1618,Евгения,Егорова,1,Молоко 3%,1,120,shipped
72,bb65c1be8bd9016d716570bfd4256a81,2023-08-22T00:00:00,0,Москва,5118,Оксана,Федорова,0,Молоко 1%,2,200,shipped
73,65a13b223eda14484788f65958a31b22,2023-08-22T00:00:00,1,Ростов,1805,Евгений,Михайлов,10,Томаты,1,50,shipped
74,6c5f84225830b3bb6fe927d01e1b70f2,2023-08-22T00:00:00,0,Москва,6609,Алексей,Васильев,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
75,a48774a8e0a07256cb8992d7816e8a18,2023-08-22T00:00:00,2,Ярославль,6713,Елизавета,Павлова,7,Средство для мытья посуды,4,800,shipped
76,448785524542ffc2bd4e7b4895d93d0d,2023-08-22T00:00:00,1,Ростов,4308,Сергей,Смирнов,11,Хлеб ржаной,4,80,shipped
77,d61f7246f350ea047e442951f9f005ab,2023-08-22T00:00:00,2,Ярославль,7808,Константин,Михайлов,10,Томаты,1,50,shipped
78,cadaeedbc7e25f3d943ad41b0c3adecd,2023-08-22T00:00:00,2,Ярославль,7816,Анна,Козлова,10,Томаты,3,150,shipped
79,5a9e27e3861ef3c98b5fd7252fea4653,2023-08-22T00:00:00,2,Ярославль,806,Иван,Михайлов,7,Средство для мытья посуды,5,1000,shipped
80,06ceb2757ae4fadb7da9ee3bf92748ec,2023-08-22T00:00:00,0,Москва,5809,Александр,Михайлов,7,Средство для мытья посуды,3,600,shipped
81,ba46c93c35e72406f06d4a53741f2e27,2023-08-22T00:00:00,1,Ростов,2106,Петр,Петров,5,Яблоко молодильное,3,1200,shipped
82,ef877d3c8186b9d8fda0ffbed79a38b6,2023-08-22T00:00:00,1,Ростов,9107,Эдуард,Петров,1,Молоко 3%,2,240,shipped
83,70897d9c3698aa410dfe1a585ae69ba8,2023-08-22T00:00:00,0,Москва,9808,Эдуард,Михайлов,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
84,703a7deed3bc9f48434e9ccae29af00e,2023-08-22T00:00:00,1,Ростов,719,Александра,Павлова,0,Молоко 1%,3,300,shipped
85,12e5eb146ac1c4b90a743e54ae85f2c7,2023-08-22T00:00:00,1,Ростов,8802,Геннадий,Михайлов,11,Хлеб ржаной,3,60,shipped
86,9564574f676a30041e5c0876e50c625e,2023-08-22T00:00:00,0,Москва,206,Иван,Сидоров,6,Яблоко,5,700,shipped
87,2fd36e951227d91bfc87f9d1460e0e1a,2023-08-22T00:00:00,1,Ростов,1302,Евгений,Смирнов,4,Сахар песок,1,50,shipped
88,7dbae841e170b22fe7b7758f5552d11b,2023-08-22T00:00:00,2,Ярославль,5312,Оксана,Волкова,1,Молоко 3%,4,480,shipped
89,c73671a2da9c8a1c2c2179aa2612325c,2023-08-22T00:00:00,1,Ростов,5510,Оксана,Лебедева,11,Хлеб ржаной,2,40,shipped
90,ea97a9888a39d57e48ce89a032fd1a18,2023-08-22T00:00:00,0,Москва,7402,Константин,Кузнецов,7,Средство для мытья посуды,2,400,shipped
91,3fea0fa83b930bdb1b3ed6335cd3b322,2023-08-22T00:00:00,2,Ярославль,1512,Евгения,Лебедева,4,Сахар песок,5,250,refunded
92,2d00a4906da324dc050d6ad06815c1ae,2023-08-22T00:00:00,2,Ярославль,9713,Надежда,Павлова,2,Молоко 5%,1,150,shipped
93,4915e5cff3d515557de7faa913ad1913,2023-08-22T00:00:00,2,Ярославль,1910,Евгения,Орлова,1,Молоко 3%,2,240,shipped
94,e47268fc9029c8e0023d4a63f8bb2096,2023-08-22T00:00:00,2,Ярославль,9911,Надежда,Орлова,6,Яблоко,4,560,shipped
95,ea7508fe87c233017fa93aee332811b5,2023-08-22T00:00:00,1,Ростов,6805,Алексей,Михайлов,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
96,f0361729b2d7cd5ddf1cca2f5b87472c,2023-08-22T00:00:00,2,Ярославль,9818,Надежда,Козлова,10,Томаты,1,50,shipped
97,1661c15a1b877507924327f06c33c0a2,2023-08-22T00:00:00,0,Москва,4803,Сергей,Михайлов,7,Средство для мытья посуды,4,800,shipped
98,630bd30704caeb7411d05ffd6a36aeb9,2023-08-22T00:00:00,1,Ростов,3004,Олег,Иванов,6,Яблоко,3,420,shipped
99,30640e1929c867dfcdd9dd7404e14ffa,2023-08-22T00:00:00,0,Москва,3619,Светлана,Егорова,0,Молоко 1%,1,100,shipped
100,fa150662a188a49eabc9cfd84ac9db6e,2023-08-22T00:00:00,1,Ростов,7919,Анна,Орлова,5,Яблоко молодильное,1,400,shipped
101,088f6b3b1b12812a0506ba514d7ebf52,2023-08-22T00:00:00,2,Ярославль,7003,Константин,Иванов,10,Томаты,2,100,shipped
102,3e65a46c156fa247f0791abc85955608,2023-08-22T00:00:00,2,Ярославль,1904,Евгений,Новиков,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
103,7aa1fafe57d1e0ac6d55298f3a97c00b,2023-08-22T00:00:00,2,Ярославль,3418,Светлана,Алексеева,4,Сахар песок,2,100,shipped
104,bf0c9f7c02d7c5e2fd4ccf1039ae3d68,2023-08-22T00:00:00,1,Ростов,3712,Светлана,Павлова,4,Сахар песок,3,150,refunded
105,271082f2fda6b93d9684fe067604a75c,2023-08-22T00:00:00,1,Ростов,9603,Эдуард,Васильев,10,Томаты,2,100,refunded
106,c04c72f31e9ba8be59d32f05c66819f6,2023-08-22T00:00:00,0,Москва,1409,Евгений,Кузнецов,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
107,c233d80296deef5f91284f768869207c,2023-08-22T00:00:00,0,Москва,2818,Ольга,Козлова,0,Молоко 1%,3,300,shipped
108,1bfb40702d8aceee3c964e6d81c9d382,2023-08-22T00:00:00,2,Ярославль,2414,Ольга,Алексеева,0,Молоко 1%,2,200,shipped
109,f27f465852ba2a4198be45a41c28bc34,2023-08-22T00:00:00,1,Ростов,9106,Эдуард,Петров,2,Молоко 5%,3,450,shipped
110,8c1261a2f3f552b928f047ff249bdd06,2023-08-22T00:00:00,0,Москва,1218,Евгения,Морозова,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
111,c7927357e73eac02342c90003cb0a956,2023-08-22T00:00:00,2,Ярославль,2207,Петр,Сидоров,8,Лампочка LED,2,600,shipped
112,47401b076b0e25d51fcf4efd4edbeff6,2023-08-22T00:00:00,2,Ярославль,2606,Петр,Васильев,1,Молоко 3%,4,480,shipped
113,8cec7c164964e8fe6a06f3e822c88db6,2023-08-22T00:00:00,2,Ярославль,6502,Алексей,Попов,11,Хлеб ржаной,3,60,shipped
114,a8c8bfec79766da3be4b62b3d930f76e,2023-08-22T00:00:00,1,Ростов,9109,Эдуард,Петров,6,Яблоко,1,140,shipped
115,31838df5c25c64255eb8ba275f166b01,2023-08-22T00:00:00,2,Ярославль,7809,Константин,Михайлов,0,Молоко 1%,5,500,shipped
116,abea7a14eea039c5a5ef74f031c5685a,2023-08-22T00:00:00,1,Ростов,1017,Евгения,Великая,4,Сахар песок,5,250,shipped
117,cf2892bc78620fdf9f0cc2640039cb9a,2023-08-22T00:00:00,1,Ростов,5201,Александр,Сидоров,11,Хлеб ржаной,3,60,refunded
118,b467b0b698fd24b235ce5f8502a62606,2023-08-22T00:00:00,0,Москва,2813,Ольга,Козлова,5,Яблоко молодильное,2,800,shipped
119,b4d2d67202d68eda2bd1688b6064e306,2023-08-22T00:00:00,2,Ярославль,9805,Эдуард,Михайлов,11,Хлеб ржаной,3,60,shipped
120,68a20e60520c674e0af40d16eaaae57c,2023-08-22T00:00:00,2,Ярославль,2207,Петр,Сидоров,6,Яблоко,3,420,shipped
121,dd09c5fef20fee4d804c65b107a72ef6,2023-08-22T00:00:00,0,Москва,8304,Геннадий,Смирнов,5,Яблоко молодильное,1,400,refunded
122,ef50617f83f935e61f66bc3c8c590972,2023-08-22T00:00:00,1,Ростов,3310,Светлана,Волкова,9,Ручка шариковая,2,90,shipped
123,fc591024e3904cd3399a18de7027d6db,2023-08-22T00:00:00,1,Ростов,9619,Надежда,Егорова,8,Лампочка LED,1,300,shipped
124,e8eb72d381b3347d89f0873216af5c40,2023-08-22T00:00:00,2,Ярославль,6407,Алексей,Кузнецов,1,Молоко 3%,2,240,shipped
125,d8f7dbbf2b42c04cdc2e72f1b8611516,2023-08-22T00:00:00,2,Ярославль,9116,Надежда,Федорова,6,Яблоко,5,700,shipped
126,e59c728ba0f0a2b5bd0f7ed1f12f6089,2023-08-22T00:00:00,0,Москва,6708,Алексей,Соколов,0,Молоко 1%,3,300,shipped
127,92187ee9892ee979ea8e04fc0e38e083,2023-08-22T00:00:00,0,Москва,4110,Екатерина,Федорова,7,Средство для мытья посуды,5,1000,shipped
128,3f7bbf163e063ca925b03c437c3c170e,2023-08-22T00:00:00,0,Москва,7713,Анна,Павлова,8,Лампочка LED,3,900,shipped
129,079bf07858ae7237f202de7655417c8d,2023-08-22T00:00:00,1,Ростов,7814,Анна,Козлова,8,Лампочка LED,2,600,shipped
130,ad00369ae3cefacb74884d703361c687,2023-08-22T00:00:00,1,Ростов,8009,Геннадий,Иванов,1,Молоко 3%,4,480,shipped
131,4e695cfa42d4f8573f0ea421e0dd0ba1,2023-08-22T00:00:00,2,Ярославль,1504,Евгений,Попов,6,Яблоко,2,280,refunded
132,0728049e4336bff41a16f2a08085ee62,2023-08-22T00:00:00,2,Ярославль,5415,Оксана,Алексеева,2,Молоко 5%,5,750,shipped
133,82f84e0ae9966a9165265b7a3b1df5aa,2023-08-22T00:00:00,0,Москва,2618,Ольга,Егорова,0,Молоко 1%,1,100,shipped
134,a26b456eb98e10fa846e0576b7acbdee,2023-08-22T00:00:00,1,Ростов,6000,Алексей,Иванов,11,Хлеб ржаной,5,100,shipped
135,68ada40f46424f45a92a39959a9990d6,2023-08-22T00:00:00,1,Ростов,7502,Константин,Попов,6,Яблоко,3,420,shipped
136,dc961cfd9e220ffee8ea9184a5f0265c,2023-08-22T00:00:00,2,Ярославль,2515,Ольга,Лебедева,10,Томаты,4,200,shipped
137,30669f8ffd27531d7e3b3fff90d73cb1,2023-08-22T00:00:00,0,Москва,2615,Ольга,Егорова,11,Хлеб ржаной,4,80,shipped
138,0b3acc764a67ace62a12021664d9baf0,2023-08-22T00:00:00,0,Москва,1209,Евгений,Сидоров,6,Яблоко,2,280,shipped
139,9ea52c41d6223de0a2a02eaab12009e6,2023-08-22T00:00:00,1,Ростов,406,Иван,Кузнецов,4,Сахар песок,2,100,shipped
140,6a6c0894e50850e1032bdff811fa94d6,2023-08-22T00:00:00,2,Ярославль,7805,Константин,Михайлов,1,Молоко 3%,5,600,shipped
141,fd787becdc1bfbfe85accb2af7569feb,2023-08-22T00:00:00,1,Ростов,5308,Александр,Смирнов,0,Молоко 1%,3,300,shipped
142,728978c83be49443e4a41ac999ec4d0b,2023-08-22T00:00:00,1,Ростов,3617,Светлана,Егорова,10,Томаты,2,100,shipped
143,b6fdaba8e78a9adc99e21aa5468de4ba,2023-08-22T00:00:00,0,Москва,7018,Анна,Великая,9,Ручка шариковая,1,45,shipped
144,50f6501f2bf8ed9c43744c761da973e5,2023-08-22T00:00:00,2,Ярославль,8709,Геннадий,Соколов,7,Средство для мытья посуды,1,200,shipped
145,c4a302b04bdb86ff22175e9bad362c43,2023-08-22T00:00:00,2,Ярославль,117,Александра,Федорова,1,Молоко 3%,3,360,shipped
146,4c0cf0a7d191ec70febeed07912282f0,2023-08-22T00:00:00,2,Ярославль,5903,Александр,Новиков,10,Томаты,3,150,shipped
147,8a4010d2c6945926b29db5f69034ead8,2023-08-22T00:00:00,1,Ростов,8002,Геннадий,Иванов,5,Яблоко молодильное,3,1200,shipped
148,6d42c1c89d49a5bd36a439ce7f450bcf,2023-08-22T00:00:00,0,Москва,6503,Алексей,Попов,1,Молоко 3%,3,360,shipped
149,d7270a36c9b03cae95b0188be9626b64,2023-08-22T00:00:00,1,Ростов,7906,Константин,Новиков,7,Средство для мытья посуды,4,800,shipped
150,1bc35ede49fe1871dd5a710882d74f35,2023-08-22T00:00:00,2,Ярославль,7217,Анна,Морозова,5,Яблоко молодильное,3,1200,shipped
151,991b3179dd6978c9ec9bb88a72dc7c6c,2023-08-22T00:00:00,1,Ростов,1416,Евгения,Алексеева,9,Ручка шариковая,4,180,shipped
152,e963b9c0677f9ca7c6f99b49b9b65a7c,2023-08-22T00:00:00,2,Ярославль,8502,Геннадий,Попов,1,Молоко 3%,2,240,shipped
153,77bedbe8dcb4dc8dd5c12e2908fadb74,2023-08-22T00:00:00,0,Москва,3200,Олег,Сидоров,6,Яблоко,3,420,shipped
154,f7501704de1ff74d8c31ff0419108569,2023-08-22T00:00:00,1,Ростов,7916,Анна,Орлова,1,Молоко 3%,1,120,shipped
155,0d4fd01c78a4ab681bd7b1ae8c0a64ad,2023-08-22T00:00:00,0,Москва,5518,Оксана,Лебедева,5,Яблоко молодильное,3,1200,shipped
156,58e4b37377c59080926f2c2baf95da14,2023-08-22T00:00:00,1,Ростов,6311,Елизавета,Волкова,1,Молоко 3%,2,240,shipped
157,c167787957c1449faf6f921bc9786747,2023-08-22T00:00:00,0,Москва,5716,Оксана,Павлова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
158,b9af4e00c9a0b411c20a5577cca8b7ca,2023-08-22T00:00:00,0,Москва,2810,Ольга,Козлова,7,Средство для мытья посуды,5,1000,shipped
159,3d98e7ec20b01c39fa0ca5f39ed31259,2023-08-22T00:00:00,1,Ростов,2316,Ольга,Волкова,4,Сахар песок,1,50,shipped
160,1c42d50e5d460eb65029850645541487,2023-08-22T00:00:00,2,Ярославль,4509,Сергей,Попов,1,Молоко 3%,3,360,shipped
161,38043a4f962b52aa588b122a89f0c2d6,2023-08-22T00:00:00,0,Москва,6217,Елизавета,Морозова,1,Молоко 3%,1,120,shipped
162,dcbafdbb2b07e3d2c9009b29880f3106,2023-08-22T00:00:00,1,Ростов,9108,Эдуард,Петров,4,Сахар песок,1,50,shipped
163,a4235f3f652951bdda2230d5342389a6,2023-08-22T00:00:00,1,Ростов,9105,Эдуард,Петров,5,Яблоко молодильное,2,800,shipped
164,c17ecd234ba1b709c40f71f129b388de,2023-08-22T00:00:00,2,Ярославль,1911,Евгения,Орлова,9,Ручка шариковая,3,135,shipped
165,3ef953e5d9be463a150fbfeb54619571,2023-08-22T00:00:00,2,Ярославль,317,Александра,Волкова,8,Лампочка LED,5,1500,shipped
166,eceda8f4553ed317815349d00765f5c4,2023-08-22T00:00:00,1,Ростов,4918,Екатерина,Орлова,11,Хлеб ржаной,5,100,shipped
167,765c9236ce7e069758acc0e9cb3800c2,2023-08-22T00:00:00,0,Москва,5202,Александр,Сидоров,8,Лампочка LED,1,300,refunded
168,8e3c0a6c0f522daed4c5504e981b7226,2023-08-22T00:00:00,2,Ярославль,4316,Екатерина,Волкова,5,Яблоко молодильное,3,1200,shipped
169,d772063962a291a1162b9d44ba9b64ff,2023-08-22T00:00:00,2,Ярославль,5518,Оксана,Лебедева,1,Молоко 3%,5,600,shipped
170,9e443e1d47a33f0894cbc23b2207d8d5,2023-08-22T00:00:00,2,Ярославль,2511,Ольга,Лебедева,2,Молоко 5%,3,450,shipped
171,62a74ac151d2505090e413bfe5b99e71,2023-08-22T00:00:00,1,Ростов,1605,Евгений,Васильев,7,Средство для мытья посуды,2,400,refunded
172,9e2a65f992a3142e6baaab2d80d89ddf,2023-08-22T00:00:00,1,Ростов,611,Александра,Егорова,8,Лампочка LED,4,1200,shipped
173,75b44d7befc064693a239a9ab4824a7c,2023-08-22T00:00:00,1,Ростов,4404,Сергей,Кузнецов,0,Молоко 1%,1,100,shipped
174,0c7111ff1ded9f016c6af4c45ce0af2e,2023-08-22T00:00:00,1,Ростов,3707,Олег,Соколов,1,Молоко 3%,1,120,shipped
175,24ae5ed175b536ec2182b30b20ff9005,2023-08-22T00:00:00,0,Москва,2707,Петр,Соколов,5,Яблоко молодильное,3,1200,shipped
176,9985441e3a9068e77bc567c9a968af36,2023-08-22T00:00:00,0,Москва,913,Александра,Орлова,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
177,1e594c2fa924aff284e526138e2757ca,2023-08-22T00:00:00,0,Москва,8014,Снежанна,Великая,2,Молоко 5%,5,750,shipped
178,154e8404c175537d2efb782fb52c4bc2,2023-08-22T00:00:00,2,Ярославль,3400,Олег,Кузнецов,9,Ручка шариковая,4,180,shipped
179,f568d710f9a18b38ff88c197969696c5,2023-08-22T00:00:00,2,Ярославль,4509,Сергей,Попов,4,Сахар песок,3,150,shipped
180,115f3ac6e41055630f7b3784e18987f5,2023-08-22T00:00:00,0,Москва,7817,Анна,Козлова,11,Хлеб ржаной,2,40,shipped
181,d80e2850198efdd74eca0463f994b383,2023-08-22T00:00:00,1,Ростов,8504,Геннадий,Попов,2,Молоко 5%,4,600,refunded
